姓	名	小时工资	工作小时	工作职场	头衔	入职时间
戴	宇进	44.91	29	深圳南山	存储管理	2021/09/01
鲁	健	7.95	43	浦东张江	云平台管理	2001/01/01
杨	娟	15.91	36	深圳南山	后台开发	2020/01/26
顾	旭东	5.35	20	海淀五道口	UI设计	1998/03/04
戴	新海	35.6	23	浦东陆家嘴	存储管理	1998/03/22
薛	东	40.4	44	浦东陆家嘴	前端开发	2000/05/06
冯	思华	23.72	44	深圳南山	DBA	2018/03/04
齐	思华	60.54	42	海淀五道口	前端开发	2001/05/01
谢	丽	58.11	31	南京雨花台	DBA	2003/01/27
石	吉祥	54.23	46	浦东张江	UI设计	2019/05/08
鲁	相龙	19.19	27	海淀五道口	UI设计	2008/08/17
张	晨	40.61	30	浦东张江	云平台管理	2009/11/24
彭	军	47.15	37	浦东陆家嘴	存储管理	2015/11/12
许	娟	53.15	24	海淀五道口	DBA	2017/11/20
马	文杰	25.15	30	南京雨花台	DBA	2015/01/17
周	建刚	51.75	41	海淀五道口	UI设计	2013/10/24
曹	新海	28.36	29	浦东张江	DBA	2022/01/22
华	相龙	30.27	29	浦东陆家嘴	UI设计	2008/07/14
姜	晨	7.93	29	浦东陆家嘴	存储管理	2011/03/20
肖	薇亚	35.5	21	浦东张江	存储管理	2004/01/18
冯	建刚	57.1	42	南京雨花台	前端开发	1999/07/23
孔	一涵	4.48	22	南京雨花台	云平台管理	1999/07/27
竺	美雅	58.4	34	浦东张江	系统管理	2021/08/28
高	琴	56.5	28	浦东张江	系统管理	2011/09/21
蒋	朝晖	37.95	43	浦东张江	系统管理	2021/08/24
齐	丹丹	52.41	37	南京雨花台	系统管理	2014/01/23
汤	心愿	38.9	21	深圳南山	系统管理	2015/01/16
黄	海峰	5.59	26	浦东张江	云平台管理	2011/08/19
郭	明	46.84	40	深圳南山	系统管理	2013/07/07
石	波	31.25	27	深圳南山	前端开发	2019/02/15
邹	宁	5.68	37	海淀五道口	产品经理	2002/11/07
郑	心愿	36.41	40	南京雨花台	后台开发	2009/01/02
马	为民	39.12	26	浦东张江	产品经理	2020/09/01
袁	吉祥	42.81	24	浦东陆家嘴	DBA	2000/03/06
唐	爱国	10.2	26	海淀五道口	前端开发	2016/06/09
钱	晨	44.9	31	浦东陆家嘴	UI设计	2005/08/02
吴	腾	55.19	30	海淀五道口	DBA	2004/10/19
张	欣	28.32	49	浦东陆家嘴	DBA	2009/05/25
郑	彪	46.35	20	浦东陆家嘴	UI设计	2000/12/17
彭	海波	9.85	36	浦东张江	系统管理	2000/05/01
张	刚	58.89	37	南京雨花台	前端开发	2009/09/12
谢	聪	30.37	30	浦东张江	前端开发	2011/06/27
邹	伟敏	60.47	35	深圳南山	DBA	2006/10/04
高	琦	26.37	28	海淀五道口	云平台管理	2005/10/17
魏	聪	45.7	49	浦东张江	UI设计	2006/11/13
彭	茉莉	43.42	41	浦东陆家嘴	系统管理	2001/02/03
马	新海	54.14	37	浦东陆家嘴	UI设计	2018/05/07
袁	鑫	16.9	39	海淀五道口	系统管理	2005/03/19
竺	明	48.34	23	浦东陆家嘴	产品经理	2020/10/28
白	思聪	17.6	45	浦东陆家嘴	云平台管理	2018/09/23
廖	丽	47.7	21	南京雨花台	前端开发	2000/05/18
杜	鑫	26.18	34	浦东陆家嘴	后台开发	2011/05/01
钱	茉莉	58.91	49	深圳南山	系统管理	2020/03/14
黄	欢	11.23	42	深圳南山	前端开发	2002/10/09
许	勇	40.3	21	南京雨花台	存储管理	2006/06/28
曹	薇亚	38.8	39	海淀五道口	DBA	2008/07/24
边	丽	19.48	25	深圳南山	DBA	2010/05/13
刘	刚	48.96	26	浦东张江	存储管理	2008/02/03
孔	雷	32.6	46	南京雨花台	前端开发	2006/05/10
汤	丽亚	14.78	25	浦东陆家嘴	UI设计	2010/08/15
戴	彪	0.55	41	海淀五道口	存储管理	2018/05/20
林	文杰	34.83	41	海淀五道口	产品经理	2020/01/09
邹	子轩	0.64	45	深圳南山	系统管理	2003/05/12
郭	炜	2.11	31	浦东张江	后台开发	1998/06/03
郭	琴	51.7	33	南京雨花台	UI设计	2012/03/15
柳	茉莉	48.21	31	南京雨花台	云平台管理	2009/10/01
赵	雷	25.74	44	浦东陆家嘴	DBA	2015/06/27
冯	美雅	23.95	40	南京雨花台	DBA	2004/05/12
彭	彪	43.54	22	浦东张江	前端开发	2001/05/25
陆	子轩	46.25	40	海淀五道口	系统管理	2007/02/17
孔	磊	15.22	46	浦东陆家嘴	后台开发	2008/01/10
蒋	娟	36.45	26	海淀五道口	系统管理	2013/12/05
顾	茹云	40.82	41	浦东陆家嘴	DBA	1998/03/19
姜	华健	28.26	23	南京雨花台	存储管理	2016/05/26
许	茹云	15.3	33	深圳南山	系统管理	2018/07/21
袁	飞	14.43	30	深圳南山	云平台管理	2009/12/06
廖	朝晖	55.8	21	海淀五道口	DBA	2017/09/13
曾	新海	25.64	22	浦东陆家嘴	前端开发	2000/03/22
赵	华健	15.74	37	海淀五道口	系统管理	2001/07/03
李	丽亚	26.58	20	浦东张江	云平台管理	2018/05/28
彭	捷	46.53	44	南京雨花台	云平台管理	2001/09/06
舒	楠	60.69	37	海淀五道口	系统管理	2019/03/21
杜	炜	12.19	48	浦东陆家嘴	UI设计	2001/02/12
牛	楠	58.84	21	海淀五道口	DBA	2019/05/20
周	磊	26.94	46	南京雨花台	后台开发	2009/11/02
姜	美雅	30.2	43	浦东张江	UI设计	2001/12/24
赵	旭东	4.2	32	海淀五道口	云平台管理	2022/06/28
肖	朝晖	44.51	37	浦东张江	存储管理	2000/05/14
廖	茉莉	60.56	34	浦东陆家嘴	后台开发	2010/07/10
卢	伟敏	51.54	21	南京雨花台	云平台管理	2015/06/28
牛	琴	24.69	24	浦东陆家嘴	前端开发	2002/01/17
许	一涵	39.1	48	深圳南山	UI设计	2009/11/06
薛	旭东	27.61	23	深圳南山	前端开发	2004/11/18
王	思聪	0.7	36	南京雨花台	云平台管理	2003/10/15
何	晨	24.35	35	浦东陆家嘴	UI设计	2002/12/22
冯	倩	48.96	31	浦东张江	DBA	2009/05/15
白	东	53.18	43	南京雨花台	后台开发	2002/02/01
冯	聪	3.2	21	深圳南山	存储管理	2014/04/14
华	美雅	0.11	49	浦东张江	存储管理	1999/11/09
陈	建刚	48.91	20	海淀五道口	DBA	2013/02/28
陆	薇亚	52.84	25	海淀五道口	存储管理	2008/03/03
涂	建	8.58	42	深圳南山	前端开发	2022/09/16
江	美雅	37.1	27	深圳南山	前端开发	2013/03/18
郑	吉祥	4.98	21	海淀五道口	云平台管理	2005/01/27
何	新海	32.35	22	浦东陆家嘴	UI设计	2021/06/07
曹	欣	33.93	30	南京雨花台	系统管理	2003/10/03
郭	腾	41.41	23	海淀五道口	系统管理	2012/11/15
林	海波	48.5	27	深圳南山	DBA	2008/02/15
周	捷	37.57	20	浦东张江	后台开发	2000/09/14
马	琦	18.91	49	深圳南山	DBA	2006/05/03
卢	琴	16.29	30	浦东陆家嘴	云平台管理	2016/07/06
华	新海	14.49	22	浦东陆家嘴	UI设计	2005/05/28
姜	新海	9.4	42	海淀五道口	存储管理	2021/01/21
肖	健林	15.16	45	海淀五道口	前端开发	2002/02/21
冯	旭	0.98	23	海淀五道口	云平台管理	2007/05/09
叶	相龙	37.69	31	海淀五道口	存储管理	2021/02/09
顾	美雅	15.33	36	浦东陆家嘴	前端开发	2011/05/05
高	吉祥	3.75	48	浦东陆家嘴	系统管理	2010/08/17
王	军	14.15	47	浦东张江	产品经理	2004/05/09
舒	飞	18.34	41	浦东张江	云平台管理	2011/03/20
魏	爱国	48.81	42	深圳南山	DBA	2017/03/03
郑	琦	30.51	21	浦东张江	云平台管理	2015/08/14
齐	楠	5.13	45	海淀五道口	后台开发	2009/02/08
赵	东	23.5	28	浦东陆家嘴	云平台管理	1998/12/07
严	国贤	46.2	28	南京雨花台	DBA	2011/10/18
曾	茉莉	7.19	45	浦东陆家嘴	DBA	1998/05/25
马	雷	21.71	26	南京雨花台	云平台管理	2001/11/07
鲁	琴	31.18	37	海淀五道口	云平台管理	2009/05/01
严	飞	27.47	28	浦东张江	系统管理	2004/04/25
蒋	宁	17.52	42	海淀五道口	前端开发	2021/09/20
冯	刚	55.2	33	浦东张江	产品经理	2015/04/23
杜	刚	26.2	41	浦东陆家嘴	存储管理	2011/12/09
魏	建	20.4	23	深圳南山	UI设计	2020/08/25
彭	心愿	4.22	21	海淀五道口	DBA	2018/09/21
叶	伟敏	16.83	21	浦东陆家嘴	存储管理	2016/05/27
江	茵	49.36	38	南京雨花台	系统管理	2013/06/26
黄	相龙	16.94	38	海淀五道口	云平台管理	2005/03/05
牛	朝晖	24.51	44	深圳南山	存储管理	2022/05/19
华	腾	57.23	29	南京雨花台	系统管理	1998/01/02
孔	爱国	8.8	29	浦东陆家嘴	后台开发	2001/04/27
魏	磊	25.4	50	浦东陆家嘴	前端开发	2002/11/04
刘	旭	21.91	41	浦东陆家嘴	后台开发	2004/02/26
周	薇亚	21.96	50	深圳南山	云平台管理	2020/10/01
魏	昕	14.74	40	深圳南山	产品经理	2022/10/25
肖	腾	10.49	41	浦东陆家嘴	UI设计	2008/09/18
吴	丹丹	53.2	31	浦东陆家嘴	DBA	2002/11/01
魏	朝晖	8.84	23	浦东陆家嘴	云平台管理	2006/02/16
夏	娟	13.17	43	浦东张江	系统管理	2010/07/14
孔	为民	31.79	20	深圳南山	云平台管理	2007/04/05
肖	宁	43.6	50	海淀五道口	后台开发	2020/12/02
袁	子轩	36.17	36	浦东张江	前端开发	2018/09/09
马	松涛	53.99	48	海淀五道口	云平台管理	2018/11/10
薛	吉祥	15.82	34	深圳南山	DBA	1998/03/14
彭	宁	16.93	39	浦东陆家嘴	产品经理	2003/09/22
陆	波	7.46	25	浦东张江	前端开发	1998/07/06
陆	丽亚	44.21	46	深圳南山	后台开发	2019/05/05
许	子轩	42.35	34	深圳南山	产品经理	2015/11/16
竺	昕	14.66	43	南京雨花台	产品经理	2008/05/15
杨	旭	42.69	47	海淀五道口	存储管理	1999/06/27
顾	彪	9.9	46	南京雨花台	云平台管理	2018/04/04
钱	昕	15.26	39	深圳南山	系统管理	2003/04/10
王	晨	4.55	25	南京雨花台	UI设计	1998/05/08
杨	吉祥	23.3	30	海淀五道口	后台开发	2001/12/28
江	新海	45.37	28	海淀五道口	云平台管理	2019/04/14
牛	子轩	48.68	25	海淀五道口	前端开发	2002/11/16
齐	健	54.26	29	南京雨花台	产品经理	2004/05/05
唐	刚	54.34	48	浦东张江	DBA	2003/12/05
白	聪	25.16	26	南京雨花台	产品经理	1999/02/05
华	雷	47.23	43	南京雨花台	后台开发	2012/10/20
冯	国贤	46.65	47	南京雨花台	前端开发	1998/04/12
蒋	心愿	15.48	29	浦东张江	DBA	2010/05/10
牛	磊	24.11	32	海淀五道口	UI设计	2004/09/18
竺	旭东	32.67	34	浦东陆家嘴	产品经理	2015/05/12
姜	相龙	27.11	46	南京雨花台	后台开发	1999/11/09
卢	心愿	33.46	43	浦东陆家嘴	云平台管理	2003/01/22
黄	思聪	38.81	35	海淀五道口	存储管理	2002/09/11
涂	炜	42.53	25	浦东张江	产品经理	2000/12/27
华	宇进	25.2	20	深圳南山	前端开发	2011/03/15
黄	健	59.84	31	浦东张江	DBA	2006/08/08
舒	心愿	14.89	27	浦东陆家嘴	存储管理	2018/08/26
黄	新海	12.79	31	浦东陆家嘴	DBA	2006/07/24
赵	明	9.84	40	海淀五道口	云平台管理	2022/05/22
刘	建	3.37	26	南京雨花台	前端开发	2006/09/11
孔	美雅	49.16	35	海淀五道口	DBA	2003/02/01
林	美雅	0.7	39	海淀五道口	UI设计	1998/10/07
祝	娟	1.37	27	浦东张江	存储管理	2016/09/17
卢	丽	47.55	22	浦东张江	产品经理	2006/01/24
刘	国贤	52.57	42	浦东陆家嘴	系统管理	2007/04/12
姜	阳	48.41	24	海淀五道口	前端开发	2011/09/14
柳	为民	11.2	31	海淀五道口	产品经理	2009/06/28
戴	海峰	33.81	35	浦东陆家嘴	存储管理	2020/10/06
黄	鑫	34.11	45	海淀五道口	后台开发	2007/08/20
涂	旭	55.75	46	南京雨花台	DBA	1999/11/04
袁	建	37.64	46	海淀五道口	后台开发	2002/03/16
牛	爱国	47.94	34	深圳南山	存储管理	2002/08/02
石	正	38.57	42	深圳南山	云平台管理	2003/09/15
岳	新海	32.78	21	浦东陆家嘴	云平台管理	2019/01/26
陆	琦	9.37	27	浦东陆家嘴	产品经理	2003/10/24
李	飞	53.31	50	南京雨花台	UI设计	2005/03/06
黄	正	38.94	33	深圳南山	存储管理	2018/12/27
马	建刚	17.69	38	深圳南山	系统管理	2014/02/13
顾	华世	18.56	43	深圳南山	云平台管理	1998/06/03
孙	建刚	56.36	32	浦东张江	DBA	2010/10/08
薛	爱国	48.76	30	海淀五道口	前端开发	2014/06/09
黄	朝晖	22.64	35	深圳南山	系统管理	2010/09/05
曹	东	23.43	30	浦东张江	系统管理	1998/08/19
魏	丽	2.35	39	浦东张江	系统管理	2008/05/04
石	娟	28.29	25	深圳南山	产品经理	2001/09/02
肖	倩	59.9	32	南京雨花台	云平台管理	2019/08/22
曾	华健	16.73	27	浦东张江	系统管理	1999/07/10
刘	文杰	14.15	33	浦东陆家嘴	产品经理	2015/11/22
孙	松涛	48.65	37	海淀五道口	存储管理	2002/02/15
钱	爱国	38.87	42	浦东张江	UI设计	2010/09/25
朱	思聪	50.49	30	南京雨花台	系统管理	2015/02/12
夏	建刚	25.98	35	南京雨花台	云平台管理	2010/03/13
汤	爱国	53.51	33	浦东陆家嘴	产品经理	2005/05/05
吴	琴	26.71	39	深圳南山	系统管理	2010/07/07
曹	建刚	8.97	41	海淀五道口	产品经理	2009/12/10
曾	海波	11.32	43	浦东张江	产品经理	2001/01/04
谢	心愿	49.77	32	南京雨花台	DBA	2006/09/24
黄	爱国	36.64	24	深圳南山	后台开发	2006/12/08
许	磊	39.59	39	南京雨花台	UI设计	2017/11/22
李	东	54.69	50	深圳南山	云平台管理	2017/10/28
曾	文杰	41.45	36	深圳南山	前端开发	2012/04/28
曹	飞	13.68	46	海淀五道口	系统管理	2001/04/12
夏	新力	17.19	48	深圳南山	后台开发	2014/08/08
卢	欣	40.12	41	深圳南山	系统管理	2011/02/18
曹	茉莉	6.68	24	南京雨花台	产品经理	2015/03/10
齐	朝晖	43.87	35	南京雨花台	后台开发	2022/12/12
边	伟敏	57.52	48	浦东陆家嘴	UI设计	2001/10/01
岳	正	31.77	21	浦东陆家嘴	UI设计	2022/11/19
石	华世	40.92	35	深圳南山	DBA	2008/09/05
钱	思聪	32.81	25	浦东陆家嘴	DBA	2010/10/24
姜	伟敏	38.43	31	浦东陆家嘴	系统管理	2006/04/28
李	茹云	4.58	26	南京雨花台	存储管理	2003/04/27
顾	茵	33.64	47	南京雨花台	UI设计	2006/06/02
陆	国贤	30.1	22	南京雨花台	系统管理	2006/11/16
姜	雷	41.43	30	南京雨花台	系统管理	1999/09/20
徐	思聪	51.89	28	深圳南山	系统管理	2017/10/08
周	子轩	59.93	47	南京雨花台	云平台管理	2006/04/09
刘	正	9.76	41	深圳南山	UI设计	2022/11/28
汤	刚	19.2	27	南京雨花台	系统管理	2013/04/03
林	健	24.22	49	深圳南山	存储管理	2007/06/18
舒	彪	12.18	39	浦东陆家嘴	存储管理	2006/11/08
孔	东	30.8	47	浦东张江	前端开发	2005/11/14
郑	茵	27.6	25	海淀五道口	产品经理	2008/11/26
祝	爱国	46.5	47	南京雨花台	存储管理	2001/12/08
王	国贤	30.34	34	深圳南山	产品经理	2016/09/11
袁	思华	51.9	31	海淀五道口	云平台管理	2022/04/28
顾	旭	43.17	50	海淀五道口	云平台管理	2013/06/23
林	炜	27.47	45	浦东陆家嘴	UI设计	2010/12/27
唐	彪	46.25	21	浦东陆家嘴	产品经理	2005/09/23
唐	海波	56.95	29	浦东张江	系统管理	2011/08/06
陆	欢	58.16	30	浦东陆家嘴	存储管理	2016/06/18
涂	勇	59.2	31	浦东张江	DBA	1999/05/11
林	国贤	55.5	24	南京雨花台	云平台管理	2012/10/18
杨	宇进	45.51	33	海淀五道口	存储管理	2006/11/02
朱	健林	45.51	21	浦东陆家嘴	前端开发	2019/08/01
蒋	楠	60.15	34	南京雨花台	DBA	2001/11/06
谢	丹丹	23.51	23	海淀五道口	系统管理	2001/05/16
戴	刚	29.15	40	浦东张江	系统管理	2000/05/03
顾	琦	33.81	22	浦东张江	DBA	2004/12/18
杜	娟	7.28	41	深圳南山	云平台管理	2016/01/27
涂	相龙	13.18	41	深圳南山	前端开发	2017/04/14
姜	强	11.6	45	深圳南山	云平台管理	2018/01/27
严	相龙	29.65	31	浦东陆家嘴	DBA	2018/03/17
舒	琴	19.94	22	深圳南山	产品经理	2008/09/10
曾	建刚	52.94	22	深圳南山	后台开发	2012/04/07
张	新海	11.14	30	浦东陆家嘴	产品经理	2007/03/17
戴	琦	10.41	40	南京雨花台	云平台管理	2017/03/28
廖	旭	56.52	37	海淀五道口	后台开发	1998/12/15
邹	炜	19.1	48	海淀五道口	存储管理	1998/07/05
边	欢	49.64	31	浦东陆家嘴	存储管理	2000/08/19
林	昕	54.7	20	海淀五道口	云平台管理	2021/04/23
薛	强	1.5	27	深圳南山	后台开发	2001/04/17
郑	国贤	43.49	32	南京雨花台	云平台管理	1998/11/13
叶	建	6.3	25	浦东张江	产品经理	2016/07/08
边	新力	25.53	48	南京雨花台	存储管理	2001/09/14
高	丽亚	22.79	40	海淀五道口	前端开发	2018/03/07
陆	鑫	14.81	39	浦东陆家嘴	系统管理	2017/01/03
徐	丽	17.7	20	深圳南山	前端开发	2014/02/17
林	勇	20.7	32	深圳南山	系统管理	2013/10/24
张	松涛	55.6	43	海淀五道口	后台开发	2013/11/10
徐	飞	45.12	20	浦东陆家嘴	后台开发	2010/07/07
彭	丹丹	15.47	43	浦东张江	产品经理	2013/06/23
孙	爱国	11.27	21	深圳南山	存储管理	2015/07/08
岳	吉祥	6.74	45	深圳南山	后台开发	2016/06/13
朱	国贤	7.3	29	浦东陆家嘴	产品经理	2014/10/09
华	倩	12.42	39	浦东陆家嘴	系统管理	2020/06/02
高	海波	37.13	31	浦东陆家嘴	前端开发	2000/08/08
岳	鑫	58.65	37	深圳南山	存储管理	1999/07/19
钱	彪	16.98	38	海淀五道口	存储管理	2007/01/03
徐	欢	59.28	35	海淀五道口	UI设计	2009/03/14
魏	健林	54.75	24	深圳南山	DBA	1999/06/14
唐	新力	4.86	43	浦东张江	系统管理	2007/09/25
汤	宁	36.3	37	深圳南山	前端开发	2012/06/01
蒋	晨	37.88	23	海淀五道口	UI设计	2005/09/07
边	东	14.25	34	浦东张江	存储管理	2002/11/10
孔	阳	20.3	24	深圳南山	前端开发	2014/07/01
曹	美雅	31.22	35	浦东张江	后台开发	1998/05/15
郑	思聪	36.44	20	南京雨花台	UI设计	2019/12/09
冯	健	10.19	43	深圳南山	DBA	2016/05/06
林	楠	59.88	22	南京雨花台	后台开发	2013/09/06
鲁	强	47.37	42	浦东张江	前端开发	2015/12/02
薛	捷	59.9	46	南京雨花台	存储管理	2010/09/08
柳	飞	37.26	30	深圳南山	UI设计	2017/11/08
许	琴	60.93	45	深圳南山	云平台管理	1999/03/07
赵	正	4.46	25	南京雨花台	前端开发	2000/04/20
严	彪	7.63	42	浦东张江	后台开发	2016/03/14
涂	楠	32.11	23	南京雨花台	产品经理	1999/08/23
高	强	55.27	42	浦东张江	云平台管理	1998/09/09
谢	明	15.57	40	浦东陆家嘴	系统管理	2002/08/10
林	思华	3.57	41	南京雨花台	后台开发	2013/06/28
邹	丽	32.89	36	深圳南山	产品经理	2000/07/26
吴	聪	25.76	27	浦东陆家嘴	产品经理	2015/04/08
孙	炜	27.76	29	海淀五道口	云平台管理	2019/12/14
许	伟敏	39.9	30	浦东陆家嘴	存储管理	2003/07/14
蒋	薇亚	35.2	33	深圳南山	产品经理	2020/05/15
牛	丽	29.7	35	浦东张江	后台开发	2005/09/25
汤	正	18.94	32	浦东陆家嘴	云平台管理	2014/06/07
竺	茉莉	18.9	34	浦东张江	UI设计	2017/06/13
郭	宇进	50.65	31	浦东陆家嘴	存储管理	2006/12/18
柳	捷	7.15	32	南京雨花台	UI设计	2013/09/05
石	宇进	18.15	20	浦东张江	前端开发	1999/05/06
孙	旭东	26.1	25	浦东陆家嘴	系统管理	2017/06/18
周	勇	53.98	33	南京雨花台	后台开发	2014/09/08
涂	宇进	28.75	50	深圳南山	UI设计	2000/12/13
叶	鑫	1.42	42	浦东张江	云平台管理	2009/02/26
鲁	磊	31.14	28	浦东陆家嘴	DBA	2018/11/24
柳	国贤	12.73	22	浦东陆家嘴	产品经理	2000/03/11
黄	丽	19.3	40	深圳南山	系统管理	2016/11/17
肖	刚	44.91	39	浦东陆家嘴	产品经理	2013/02/26
严	华世	10.44	47	深圳南山	产品经理	2002/07/07
杜	楠	29.28	40	南京雨花台	DBA	1999/03/08
彭	飞	59.18	41	海淀五道口	云平台管理	2011/10/20
曾	松涛	2.42	30	深圳南山	后台开发	2005/08/22
江	阳	12.17	35	海淀五道口	存储管理	2022/11/19
薛	茹云	27.78	21	浦东陆家嘴	系统管理	2013/10/08
薛	伟敏	49.3	47	深圳南山	前端开发	2015/01/10
廖	为民	25.25	47	南京雨花台	存储管理	2018/02/12
蒋	新海	30.18	46	浦东陆家嘴	系统管理	2015/11/25
华	磊	40.47	46	浦东陆家嘴	系统管理	2007/12/03
卢	娟	46.41	26	海淀五道口	产品经理	2009/11/16
曹	腾	18.17	35	浦东陆家嘴	前端开发	2015/05/10
夏	琦	19.23	46	南京雨花台	产品经理	2012/07/22
魏	军	16.86	29	海淀五道口	后台开发	2018/09/09
陆	为民	37.64	38	浦东张江	存储管理	2000/04/15
鲁	正	29.85	28	深圳南山	产品经理	2003/10/24
马	楠	56.41	26	浦东陆家嘴	DBA	2000/01/18
鲁	晨	2.26	49	浦东陆家嘴	DBA	2000/07/10
郑	刚	56.59	42	浦东陆家嘴	UI设计	2021/05/14
何	楠	47.99	26	深圳南山	前端开发	2011/11/17
魏	旭东	36.46	21	浦东陆家嘴	存储管理	2019/03/09
许	旭东	8.9	50	南京雨花台	UI设计	2015/03/13
陈	伟敏	0.77	22	浦东张江	云平台管理	2012/11/16
江	宁	45.16	29	浦东陆家嘴	DBA	2022/06/01
黄	东	60.33	22	浦东陆家嘴	云平台管理	2002/04/17
鲁	腾	5.91	36	南京雨花台	系统管理	1999/04/27
岳	腾	0.2	21	海淀五道口	后台开发	2001/10/12
叶	欢	7.23	33	深圳南山	云平台管理	2013/06/02
边	旭东	32.1	50	深圳南山	云平台管理	2019/07/01
赵	阳	50.3	40	南京雨花台	后台开发	2003/09/06
祝	军	22.16	42	浦东陆家嘴	前端开发	2003/04/23
